Efficiency,Efficiency Certification,Fans,Kind,Link,Manufacturer,Model,Modular,Name,Output,PCI-Express 6+2-Pin Connectors,PCI-Express 6-Pin Connectors,PCI-Express 8-Pin Connectors,Part #,Prices,Type,Wattage,avg,short_link,power,eff_rank,ppw
,80+ Gold,1,Power Supply,/product/Mf3RsY/seasonic-power-supply-s12g750,SeaSonic,,No,SeaSonic 750W 80+ Gold Certified ATX Power Supply,,4,,,S12G-750,"[104.99, 109.77, 109.99, 116.5, 119.0]",ATX12V / EPS12V,750 Watts,112.05,seasonic-power-supply-s12g750,750.0,4.0,0.1494
&lt;90%,80+ Gold,1,Power Supply,/product/NCH323/pc-power--cooling-power-supply-ppcmk3s750,PC Power &amp; Cooling,,Semi,PC Power & Cooling Silencer Mk III 750W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V@62A, -12V@0.5A, +5VSB@3.0A",4,,,PPCMK3S750,"[169.8, 165.91]",ATX12V,750 Watts,167.855,pc-power--cooling-power-supply-ppcmk3s750,750.0,4.0,0.223806666667
&gt; 90%,80+ Gold,1,Power Supply,/product/BHg323/corsair-power-supply-cmpsu1200ax,Corsair,AX1200,Full,Corsair Professional Gold 1200W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V1@100.4A, -12V@0.8A, +5VSB@3.5A",6,,,CMPSU-1200AX<br/>(or) CMPSU-1200AXUK<br/>(or) CMPSU-1200AX A,[299.99],ATX12V / EPS12V,1200 Watts,299.99,corsair-power-supply-cmpsu1200ax,1200.0,4.0,0.249991666667
85%,80+ Bronze,1,Power Supply,/product/vYxfrH/coolmax-power-supply-zu600b,CoolMax,,Semi,CoolMax 600W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+5V@25A, +3.3V@25A, +12V@50A, -12V@0.8A, +5VSB@3A",1,1,,ZU-600B,"[59.99, 72.31, 87.99]",ATX12V / EPS12V,600 Watts,73.43,coolmax-power-supply-zu600b,600.0,2.0,0.122383333333
,80+,1,Power Supply,/product/6DZ2FT/cooler-master-b500-ver2-500w-80-certified-atx-power-supply-rs500-acabb1-uk,Cooler Master,,No,Cooler Master B500 ver.2 500W 80+ Certified ATX Power Supply,,2,,,RS500-ACABB1-UK,[],ATX,500 Watts,0.0,cooler-master-b500-ver2-500w-80-certified-atx-power-supply-rs500-acabb1-uk,500.0,1.0,0.0
up to 87.55%,80+ Bronze,1,Power Supply,/product/wFQypg/raidmax-power-supply-rx535ap,Raidmax,,Semi,Raidmax 535W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@16A, +5V@16A, +12V@36A, -12V@0.3A ,5VSB@2.5A",2,,,RX-535AP,[],ATX12V / EPS12V,535 Watts,0.0,raidmax-power-supply-rx535ap,535.0,2.0,0.0
,,2,Power Supply,/product/rfBv6h/compucase-power-supply-hp485d,HEC,,No,HEC 485W ATX Power Supply,,,1,,HP485D,[27.13],ATX12V,485 Watts,27.13,compucase-power-supply-hp485d,485.0,,0.0559381443299
,80+ Gold,1,Power Supply,/product/fVtCmG/super-flower-power-supply-sf750f14mg,Super Flower,,Full,Super Flower Leadex Gold 750W 80+ Gold Certified Fully-Modular ATX Power Supply,+3.3V@24A ; +5V@24.0A ; +12V@62.4A ; -12V@0.5A ; +5Vsb@3.0A,4,,,SF-750F14MG,[],ATX12V / EPS12V,750 Watts,0.0,super-flower-power-supply-sf750f14mg,750.0,4.0,0.0
Typical &gt; 90%,80+ Gold,1,Power Supply,/product/m4nG3C/fsp-group-power-supply-fsp40060fggba,FSP Group,,No,FSP Group 400W 80+ Gold Certified Flex ATX Power Supply,"+3.3V@14A, +5V@16A, +12V1@18A, +12V2@18A, -12V@0.5A, +5VSB@3.0A",,,1,FSP400-60FGGBA,"[89.99, 89.99, 99.26]",Flex ATX,400 Watts,93.08,fsp-group-power-supply-fsp40060fggba,400.0,4.0,0.2327
82%~85% at 20%~100% loading,80+ Bronze,1,Power Supply,/product/wnQRsY/silverstone-power-supply-st50fesb,Silverstone,,No,Silverstone 500W 80+ Bronze Certified ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@37.5A, +5VSB@2.5A, -12V@0.3A",1,1,,ST50F-ESB,"[59.99, 55.99]",ATX12V,500 Watts,57.99,silverstone-power-supply-st50fesb,500.0,2.0,0.11598
92%,80+ Gold,1,Power Supply,/product/sdCrxr/antec-power-supply-edge750,Antec,,Full,Antec 750W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V1@40A, +12V2@40A, -12V@0.3A, +5VSB@2.5A",6,,,EDGE 750<br/>(or) EDG750,"[111.89, 111.99, 112.49, 126.98, 139.99, 138.99]",ATX12V / EPS12V,750 Watts,123.721666667,antec-power-supply-edge750,750.0,4.0,0.164962222222
&gt; 90%,80+ Platinum,1,Power Supply,/product/V7Wrxr/be-quiet-power-supply-bn254,be quiet!,,Semi,be quiet! DARK POWER PRO 11 1100W 80+ Platinum Certified Semi-Modular ATX Power Supply,1000W,8,1,,BN254,[],ATX,1100 Watts,0.0,be-quiet-power-supply-bn254,1100.0,5.0,0.0
,,1,Power Supply,/product/TXjG3C/lepa-power-supply-n350sb,LEPA,,No,LEPA MX-F1 350W ATX Power Supply,"+3.3V@15A, +5V@20A, +12V1@14A, +12V2@15A, -12V@0.5A, +5Vsb@2.5A",,,,N350-SB,"[28.89, 29.99]",ATX12V / EPS12V,350 Watts,29.44,lepa-power-supply-n350sb,350.0,,0.0841142857143
,80+ Bronze,1,Power Supply,/product/rHmLrH/antec-power-supply-hcg900,Antec,,No,Antec High Current Gamer 900W 80+ Bronze Certified ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@40A, +12V2@40A, +12V3@40A, +12V4@40A, -12V@0.5A, +5VSB@3.0A",4,,,HCG-900,"[119.99, 131.49, 131.77, 146.66, 139.99, 149.99, 158.98]",ATX12V / EPS12V,900 Watts,139.838571429,antec-power-supply-hcg900,900.0,2.0,0.155376190476
&gt; 85%,80+ Gold,1,Power Supply,/product/hRJkcf/rosewill-power-supply-capstoneg850,Rosewill,,Semi,Rosewill 850W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@22A,+5V@25A,+12V@70A,-12V@0.3A,+5VSB@3.5A",6,,,Capstone G850,"[79.99, 84.88, 84.99, 104.78]",ATX12V / EPS12V,850 Watts,88.66,rosewill-power-supply-capstoneg850,850.0,4.0,0.104305882353
,80+ Gold,1,Power Supply,/product/C3bkcf/corsair-power-supply-cp9020082na,Corsair,RM750i,Full,Corsair 750W 80+ Gold Certified Fully-Modular ATX Power Supply,,4,,,CP-9020082-NA<br/>(or) CP-9020082-EU<br/>(or) CP-9020082-UK,"[124.79, 124.79, 149.99]",ATX,750 Watts,133.19,corsair-power-supply-cp9020082na,750.0,4.0,0.177586666667
,,2,Power Supply,/product/j7jG3C/compucase-power-supply-hp585dretail,HEC,,No,HEC 585W ATX Power Supply,,,1,,HP585D RETAIL,[29.99],ATX12V,585 Watts,29.99,compucase-power-supply-hp585dretail,585.0,,0.051264957265
92%,80+ Gold,1,Power Supply,/product/wLkwrH/antec-power-supply-edge650,Antec,,Full,Antec 650W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V1@35A, +12V2@35A, -12V@0.3A, +5VSB@2.5A",4,,,EDGE 650<br/>(or) EDG650,"[99.99, 111.99, 124.99]",ATX12V / EPS12V,650 Watts,112.323333333,antec-power-supply-edge650,650.0,4.0,0.172805128205
,,1,Power Supply,/product/QYGkcf/apevia-power-supply-itxap250w,Apevia,,No,Apevia 250W Mini ITX Power Supply,"+3.3V@16A, +5V@15A, +12V1@16A, -12V@0.3A, +5VSB@2.0A",,,,ITX-AP250W,"[33.99, 29.99, 39.99]",Mini ITX,250 Watts,34.6566666667,apevia-power-supply-itxap250w,250.0,,0.138626666667
,,1,Power Supply,/product/4P648d/antec-power-supply-vp600p,Antec,,No,Antec 600W ATX Power Supply,,2,,,VP-600P,[],ATX,600 Watts,0.0,antec-power-supply-vp600p,600.0,,0.0
"&gt; 90%, Up to 92%",80+ Gold,1,Power Supply,/product/cRBrxr/rosewill-power-supply-valens700m,Rosewill,,Semi,Rosewill 700W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@20A,+5V@20A,+12V@58A,-12V@0.5A,+5VSB@2.5A",4,,,VALENS-700M,"[69.99, 79.8, 79.99, 77.43]",ATX12V / EPS12V,700 Watts,76.8025,rosewill-power-supply-valens700m,700.0,4.0,0.109717857143
,,1,Power Supply,/product/srg323/rosewill-power-supply-rd5002sb,Rosewill,,No,Rosewill Stallion 500W ATX Power Supply,"+3.3V@22A, +5V@16A, +12V1@15A, +12V2@16A, -12V@0.8A, +5VSB@2.5A",,1,,RD500-2SB,"[39.99, 49.99, 49.92]",ATX12V,500 Watts,46.6333333333,rosewill-power-supply-rd5002sb,500.0,,0.0932666666667
&lt; 94%,80+ Platinum,1,Power Supply,/product/fY3RsY/antec-power-supply-hcp850platinum,Antec,,Full,Antec 850W 80+ Platinum Certified Fully-Modular ATX Power Supply,,6,,,HCP-850 Platinum,"[197.59, 199.95, 220.98, 224.38, 233.38, 253.99]",ATX12V / EPS12V,850 Watts,221.711666667,antec-power-supply-hcp850platinum,850.0,5.0,0.260837254902
&lt; 90%,80+ Platinum,1,Power Supply,/product/KJh9TW/fractal-design-power-supply-fdpsunt3b1000w,Fractal Design,,Semi,Fractal Design Newton R3 1000W 80+ Platinum Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@80A, -12V@0.5A, +5VSB@2.5A",6,,,FD-PSU-NT3B-1000W,[],ATX12V / EPS12V,1000 Watts,0.0,fractal-design-power-supply-fdpsunt3b1000w,1000.0,5.0,0.0
&gt; 85%,80+ Bronze,1,Power Supply,/product/6kMFf7/ocz-power-supply-oczzt750w,OCZ,,Full,OCZ ZT 750W 80+ Bronze Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@24A, +12V@62A, -12V@0.5A, +5VSB@4A",4,,,OCZ-ZT750W,"[109.99, 109.99, 111.98, 131.78]",ATX12V,750 Watts,115.935,ocz-power-supply-oczzt750w,750.0,2.0,0.15458
82%,80+ Bronze,1,Power Supply,/product/TBK7YJ/seasonic-power-supply-ss650am,SeaSonic,,Semi,SeaSonic M12II 650W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@53A, -12V@0.5A, +5VSB@3A",4,,,SS-650AM<br/>(or) M12II-650 BRONZE,[],ATX12V / EPS12V,650 Watts,0.0,seasonic-power-supply-ss650am,650.0,2.0,0.0
&lt; 85%,80+ Bronze,1,Power Supply,/product/CVkD4D/corsair-power-supply-cx750m,Corsair,,Semi,Corsair CXM 750W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@62A, -12V@0.8A, +5VSB@3A",4,,,CX750M<br/>(or) CP-9020061-UK<br/>(or) CMPSU-750CXM<br/>(or) CP-9020061-AU<br/>(or) CP-9020061-NA,"[73.99, 75.99, 79.89, 89.77, 102.98, 109.99, 109.99, 134.99]",ATX,750 Watts,97.19875,corsair-power-supply-cx750m,750.0,2.0,0.129598333333
,,1,Power Supply,/product/xNJwrH/corsair-power-supply-cp9020050ww,Corsair,VS550,No,Corsair VS 550W ATX Power Supply,,2,,,CP-9020050-WW<br/>(or) CMPSU-VS550,[],ATX12V / EPS12V,550 Watts,0.0,corsair-power-supply-cp9020050ww,550.0,,0.0
&gt; 85%,80+ Gold,1,Power Supply,/product/tcYWGX/rosewill-power-supply-capstoneg1000,Rosewill,,Semi,Rosewill 1000W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@25A,+5V@25A,+12V@83A,-12V@0.3A,+5VSB@3.5A",8,,,Capstone G1000,"[94.99, 94.99, 124.99]",ATX12V / EPS12V,1000 Watts,104.99,rosewill-power-supply-capstoneg1000,1000.0,4.0,0.10499
90%,80+ Gold,1,Power Supply,/product/YNdqqs/evga-power-supply-120pg0650gr,EVGA,NEX650G Gold,Full,EVGA SuperNOVA 650W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A,+5VSB@3A, -12V@0.8A",4,1,,120-PG-0650-GR,[],ATX12V / EPS12V,650 Watts,0.0,evga-power-supply-120pg0650gr,650.0,4.0,0.0
"&gt; 90%, Up to 92%",80+ Gold,1,Power Supply,/product/yqs8TW/rosewill-power-supply-valens700,Rosewill,,No,Rosewill 700W 80+ Gold Certified ATX Power Supply,"+3.3V@20A,+5V@20A,+12V@58A,-12V@0.5A,+5VSB@2.5A",4,,,VALENS-700,"[69.88, 69.99, 74.99, 69.99]",ATX12V / EPS12V,700 Watts,71.2125,rosewill-power-supply-valens700,700.0,4.0,0.101732142857
,80+ Gold,1,Power Supply,/product/gRTrxr/fsp-group-power-supply-hg850,FSP Group,,Full,FSP Group Hydro G 850W 80+ Gold Certified Fully-Modular ATX Power Supply,,6,,,HG850,"[119.99, 124.24]",ATX12V / EPS12V,850 Watts,122.115,fsp-group-power-supply-hg850,850.0,4.0,0.143664705882
,,1,Power Supply,/product/FzfmP6/zalman-power-supply-zm500tx,Zalman,,No,Zalman TX 500W ATX Power Supply,,4,,,ZM500-TX,[],ATX,500 Watts,0.0,zalman-power-supply-zm500tx,500.0,,0.0
&lt; 88%,80+ Bronze,1,Power Supply,/product/j3h9TW/lepa-power-supply-b700mb,LEPA,,Semi,LEPA MaxBron 700W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V@58A, -12V@0.3A, +5Vsb@2.5A",4,,,B700-MB,[],ATX12V / EPS12V,700 Watts,0.0,lepa-power-supply-b700mb,700.0,2.0,0.0
,80+ Bronze,1,Power Supply,/product/Gpfp99/be-quiet-power-supply-bn210,be quiet!,POWER ZONE 650W CM,Full,be quiet! POWER ZONE 650W 80+ Bronze Certified Fully-Modular ATX Power Supply,,4,,,BN210,[],ATX12V / EPS12V,650 Watts,0.0,be-quiet-power-supply-bn210,650.0,2.0,0.0
,,1,Power Supply,/product/Tf7CmG/antec-power-supply-vp650p,Antec,VP650P,No,Antec BASIQ 650W ATX Power Supply,,2,,,VP-650P,[],ATX,650 Watts,0.0,antec-power-supply-vp650p,650.0,,0.0
&lt; 88%,80+ Bronze,1,Power Supply,/product/WVMFf7/lepa-power-supply-b1000mb,LEPA,,Semi,LEPA MaxBron 1000W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@24A, +12V@83A, -12V@0.3A, +5Vsb@2.5A",6,,,B1000-MB,[93.49],ATX12V / EPS12V,1000 Watts,93.49,lepa-power-supply-b1000mb,1000.0,2.0,0.09349
92%,80+ Gold,1,Power Supply,/product/QFNp99/ocz-power-supply-oczzx1000w,OCZ,,Full,OCZ ZX 1000W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@30A, +5V@30A, +12V1@83A, -12V@0.6A, +5VSB@3.0A",6,,,OCZ-ZX1000W,"[179.99, 217.99]",ATX12V / EPS12V,1000 Watts,198.99,ocz-power-supply-oczzx1000w,1000.0,4.0,0.19899
,80+ Gold,1,Power Supply,/product/RkX2FT/cooler-master-power-supply-rs750afbag1us,Cooler Master,V750,Full,Cooler Master 750W 80+ Gold Certified Fully-Modular ATX Power Supply,,4,,,RS750-AFBAG1-US,"[111.99, 129.99, 129.99, 134.98, 129.99, 131.99]",ATX,750 Watts,128.155,cooler-master-power-supply-rs750afbag1us,750.0,4.0,0.170873333333
,80+ Bronze,1,Power Supply,/product/gxphP6/fractal-design-power-supply-fdpsuin2b500w,Fractal Design,,No,Fractal Design Integra R2 500W 80+ Bronze Certified ATX Power Supply,"+3.3V@24A, +5V@15A, +12V1@25A, +12V2@20A, +12VCombined@444W, -12V@0.3A, +5VSB@3A",1,,,FD-PSU-IN2B-500W,[],ATX12V,500 Watts,0.0,fractal-design-power-supply-fdpsuin2b500w,500.0,2.0,0.0
&gt; 70%,,1,Power Supply,/product/MvJwrH/cooler-master-power-supply-rs500pcard3us,Cooler Master,,No,Cooler Master eXtreme Power Plus 500W ATX Power Supply,"+3.3V@22A, +5V@25A, +12V1@18A, +12V2@18A, -12V@0.5A, +5Vsb@2.5A",,1,,RS500-PCARD3-US,[48.1],ATX12V,500 Watts,48.1,cooler-master-power-supply-rs500pcard3us,500.0,,0.0962
87-92%,80+ Gold,1,Power Supply,/product/J7xfrH/rosewill-power-supply-capstone550,Rosewill,,No,Rosewill Capstone 550W 80+ Gold Certified ATX Power Supply,"+3.3V@22A,+5V@22A,+12V@45.5A,-12V@0.5A,+5VSB@3A",3,,,CAPSTONE-550,"[79.98, 99.34]",ATX12V / EPS12V,550 Watts,89.66,rosewill-power-supply-capstone550,550.0,4.0,0.163018181818
&gt; 80%,80+,2,Power Supply,/product/sLGkcf/cougar-power-supply-dx600,Cougar,,No,Cougar 600W 80+ Certified ATX Power Supply,"+3.3V@24A, +5V@15A, +12V1@30A, +12V2@22A, -12V@0.3A, +5VSB@3A",1,1,,DX600,[64.99],ATX,600 Watts,64.99,cougar-power-supply-dx600,600.0,1.0,0.108316666667
90%,80+ Gold,1,Power Supply,/product/4M9KHx/evga-power-supply-120pg0750gr,EVGA,NEX750G Gold,Full,EVGA SuperNOVA 750W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A,+5VSB@3A, -12V@0.8A",4,4,,120-PG-0750-GR,[],ATX12V / EPS12V,750 Watts,0.0,evga-power-supply-120pg0750gr,750.0,4.0,0.0
&lt; 80%,80+,1,Power Supply,/product/8R2kcf/fsp-group-power-supply-vital400,FSP Group,,No,FSP Group 400W 80+ Certified ATX Power Supply,24.0A @ +3.3V DC&lt;br/&gt;23.0A @ +5V DC&lt;br/&gt;17.0A @ +12V1 DC&lt;br/&gt;15.0A @ +12V2 DC&lt;br/&gt;0.5A @ -12V DC&lt;br/&gt;2.5A @ +5Vsb DC Standby,1,,,VITAL 400,"[44.99, 68.17]",ATX12V / EPS12V,400 Watts,56.58,fsp-group-power-supply-vital400,400.0,1.0,0.14145
,80+ Gold,1,Power Supply,/product/8hn2FT/bitfenix-power-supply-bfpfur650gksxkrp,BitFenix,,Semi,BitFenix Fury 650W 80+ Gold Certified Semi-Modular ATX Power Supply,,4,,,BFP-FUR-650G-KSXK-RP,[],ATX,650 Watts,0.0,bitfenix-power-supply-bfpfur650gksxkrp,650.0,4.0,0.0
,,1,Power Supply,/product/3dCrxr/thermaltake-power-supply-w0355ra,Thermaltake,,No,Thermaltake Litepower 600W ATX Power Supply,,2,,,W0355RA,[],ATX,600 Watts,0.0,thermaltake-power-supply-w0355ra,600.0,,0.0
&gt; 65%,,1,Power Supply,/product/bYGkcf/sparkle-power-supply-fsp30060atv,Sparkle,,No,Sparkle 300W ATX Power Supply,"+3.3V@28A, +5V@30A, -5V@0.3A, +12V@15A, -12V@0.8A, +5VSB@2A",,,,FSP300-60ATV,[],ATX,300 Watts,0.0,sparkle-power-supply-fsp30060atv,300.0,,0.0
&gt; 85%,80+ Bronze,1,Power Supply,/product/NhQypg/coolmax-power-supply-zu800b,CoolMax,,Semi,CoolMax 800W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+5V@30A, +3.3A@30A, +12V1@60A, -12V@1A, +5VSB@3A",2,2,,ZU-800B,[88.37],ATX12V / EPS12V,800 Watts,88.37,coolmax-power-supply-zu800b,800.0,2.0,0.1104625
85% Typical,80+ Bronze,1,Power Supply,/product/8RvZxr/evga-bq-650w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0650-v1,EVGA,,Semi,EVGA BQ 650W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@20A, +12V@54A, +5Vsb@3A, -12V@0.3A",2,1,,110-BQ-0650-V1,"[71.89, 61.99, 64.99, 64.99, 72.49, 67.99, 64.99]",ATX,650 Watts,67.0471428571,evga-bq-650w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0650-v1,650.0,2.0,0.103149450549
&lt; 88%,80+ Bronze,1,Power Supply,/product/tsDwrH/antec-power-supply-ea500green,Antec,,No,Antec EarthWatts Green 500W 80+ Bronze Certified ATX Power Supply,,2,,,EA-500 Green,[69.27],ATX12V / EPS12V,500 Watts,69.27,antec-power-supply-ea500green,500.0,2.0,0.13854
,80+ Gold,1,Power Supply,/product/m6Gkcf/lepa-power-supply-g650mas,LEPA,,Semi,LEPA G 650W 80+ Gold Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@54A, -12V@0.8A, +5VSB@3A",4,,,G650-MAS,"[89.99, 119.72]",ATX12V / EPS12V,650 Watts,104.855,lepa-power-supply-g650mas,650.0,4.0,0.161315384615
&gt; 80%,,1,Power Supply,/product/qgW9TW/apevia-power-supply-atxwa750w,Apevia,,No,Apevia 750W ATX Power Supply,"+3.3V@25A, +5V@30A, +12V1@25A, +12V2@25A, +12V3@25A, +12V4@25A, -12V@0.6A, +5VSB@3.0A",2,2,,ATX-WA750W,"[64.99, 69.99]",ATX12V / EPS12V,750 Watts,67.49,apevia-power-supply-atxwa750w,750.0,,0.0899866666667
,80+ Bronze,1,Power Supply,/product/kJVBD3/nox-power-supply-nxhm650bz,NOX,,Semi,NOX Hummer 650W 80+ Bronze Certified Semi-Modular ATX Power Supply,+ 3.3V - 25A / + 5V - 25A / + 12V - 54A / -12V - 0.5A / + 5VSB - 3A,2,,,NXHM650BZ,[],ATX,650 Watts,0.0,nox-power-supply-nxhm650bz,650.0,2.0,0.0
,80+ Bronze,1,Power Supply,/product/L86BD3/be-quiet-power-supply-bn225,be quiet!,PURE POWER L8 700W,No,be quiet! 700W 80+ Bronze Certified ATX Power Supply,,4,,,BN225,[],ATX12V / EPS12V,700 Watts,0.0,be-quiet-power-supply-bn225,700.0,2.0,0.0
,80+ Platinum,1,Power Supply,/product/tdZQzy/fractal-design-power-supply-fdpsunt3b600w,Fractal Design,,Semi,Fractal Design Newton R3 600W 80+ Platinum Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V@50A, -12V@0.5A, +5VSB@2.5A",4,,,FD-PSU-NT3B-600W,[],ATX12V / EPS12V,600 Watts,0.0,fractal-design-power-supply-fdpsunt3b600w,600.0,5.0,0.0
,80+ Bronze,1,Power Supply,/product/23YXsY/antec-power-supply-hcg750,Antec,,No,Antec High Current Gamer 750W 80+ Bronze Certified ATX Power Supply,"+3.3V@25A, +5V@25A, +12V1@40A, +12V2@40A, +12V3@40A, +12V4@40A, -12V@0.5A, +5VSB@3.0A",4,,,HCG-750,"[83.98, 124.92]",ATX12V / EPS12V,750 Watts,104.45,antec-power-supply-hcg750,750.0,2.0,0.139266666667
85%,80+,1,Power Supply,/product/9Kw323/cooler-master-power-supply-rs750acaad3us,Cooler Master,,Semi,Cooler Master GX 750W 80+ Certified Semi-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@60A, -12V@0.5A, +5VSB@2.5A",4,,,RS750-ACAAD3-US,[],ATX12V,750 Watts,0.0,cooler-master-power-supply-rs750acaad3us,750.0,1.0,0.0
,80+ Gold,1,Power Supply,/product/z4H323/thermaltake-power-supply-evo750mpcgusa,Thermaltake,,Semi,Thermaltake EVO Blue 2.0 750W 80+ Gold Certified Semi-Modular ATX Power Supply,,4,,,EVO-750MPCGUS-A<br/>(or) tt-evo-750mpcgau,[],ATX12V / EPS12V,750 Watts,0.0,thermaltake-power-supply-evo750mpcgusa,750.0,4.0,0.0
70%,,1,Power Supply,/product/wXQypg/cooler-master-power-supply-rs550pcare3us,Cooler Master,,No,Cooler Master eXtreme Power 550W ATX Power Supply,,,2,,RS550-PCARE3-US,[],ATX12V,550 Watts,0.0,cooler-master-power-supply-rs550pcare3us,550.0,,0.0
90% Typical,80+ Gold,1,Power Supply,/product/gBsKHx/evga-power-supply-120g11000vr,EVGA,SuperNOVA 1000,Full,EVGA 1000W 80+ Gold Certified Fully-Modular ATX Power Supply,"+3.3V@25A, +5V@25A, +12V@83.3A, +5Vsb@3A, -12V@0.8A",6,2,,120-G1-1000-VR,"[129.99, 129.99, 133.99, 129.99, 159.88, 156.99, 169.99, 179.99]",ATX12V,1000 Watts,148.85125,evga-power-supply-120g11000vr,1000.0,4.0,0.14885125
,80+ Bronze,1,Power Supply,/product/QK8H99/corsair-power-supply-cmpsu750cxv3,Corsair,CX-750 V3,No,Corsair 750W 80+ Bronze Certified ATX Power Supply,,,4,,CMPSU-750CXV3,[],ATX,750 Watts,0.0,corsair-power-supply-cmpsu750cxv3,750.0,2.0,0.0
89-94%,80+ Platinum,1,Power Supply,/product/HDW9TW/enermax-power-supply-epm850ewt,Enermax,,Semi,Enermax 850W 80+ Platinum Certified Semi-Modular ATX Power Supply,"+3.3V@24A, +5V@25A, +12V1@30A, +12V2@30A, +12V3@30A, +12V4@30A, -12V@0.5A, +5VSB@3A",4,,,EPM850EWT,"[152.99, 169.38, 169.99, 177.99]",ATX12V / EPS12V,850 Watts,167.5875,enermax-power-supply-epm850ewt,850.0,5.0,0.197161764706
87-93% efficiency @ 20-100% load,80+ Gold,1,Power Supply,/product/NqDwrH/enermax-power-supply-erx430awt,Enermax,,Semi,Enermax REVOLUTION X't 430W 80+ Gold Certified Semi-Modular ATX Power Supply,,2,,,ERX430AWT,[],ATX12V,430 Watts,0.0,enermax-power-supply-erx430awt,430.0,4.0,0.0
82-88%,80+ Bronze,1,Power Supply,/product/4CNp99/enermax-power-supply-etl650awt,Enermax,,Semi,Enermax NAXN ADV. 650W 80+ Bronze Certified Semi-Modular ATX Power Supply,"+3.3V@20A, +5V@20A, +12V1@50A, +12V2@50A, -12V@0.3A, +5VSB@2.5A",2,,,ETL650AWT,[86.99],ATX12V / EPS12V,650 Watts,86.99,enermax-power-supply-etl650awt,650.0,2.0,0.133830769231
&lt; 80%,80+,1,Power Supply,/product/NvPfrH/be-quiet-power-supply-bn090,be quiet!,System Power S6 450W 80 plus,No,be quiet! 450W 80+ Certified ATX Power Supply,,1,,,BN090,[],ATX12V / EPS12V,450 Watts,0.0,be-quiet-power-supply-bn090,450.0,1.0,0.0
80%,80+,1,Power Supply,/product/2gg323/thermaltake-power-supply-sp430p,Thermaltake,,No,Thermaltake Smart 430W 80+ Certified ATX Power Supply,"+5V@15A, +3.3V@24A, +12V@34A, -12V@0.3A, +5VSB@2.5A",1,,,SP-430P,[],ATX12V,430 Watts,0.0,thermaltake-power-supply-sp430p,430.0,1.0,0.0
,,1,Power Supply,/product/xQbp99/compucase-power-supply-hec250srt,HEC,,No,HEC 250W SFX Power Supply,"+3.3V@18A, +5V@19A, +12V@18A, -12V@0.3A, +5VSB@2.0A",,,,HEC250SRT,[],SFX12V,250 Watts,0.0,compucase-power-supply-hec250srt,250.0,,0.0
&gt; 85%,80+ Bronze,1,Power Supply,/product/GR3RsY/cooler-master-power-supply-rs700ambad3,Cooler Master,,Full,Cooler Master Silent Pro M 700W 80+ Bronze Certified Fully-Modular ATX Power Supply,,2,,,RS-700-AMBA-D3<br/>(or) RS700-AMBAD3-US,[],ATX12V,700 Watts,0.0,cooler-master-power-supply-rs700ambad3,700.0,2.0,0.0
&gt; 70%,,1,Power Supply,/product/MdQypg/cooler-master-power-supply-rs500pcara3us,Cooler Master,,No,Cooler Master eXtreme Power Plus 500W ATX Power Supply,"+3.3V@22A, +5V@25A, +12V1@18A, +12V@218A, -12V@0.5A, +5Vsb@2.5A",,1,,RS500-PCARA3-US,[48.1],ATX12V,500 Watts,48.1,cooler-master-power-supply-rs500pcara3us,500.0,,0.0962
