Cache,Capacity,Form Factor,GB/$1.00,Hybrid SSD Cache,Interface,Kind,Link,Manufacturer,Model,NAND Flash Type,Name,Part #,Power Loss Protection,Price/GB,Prices,RPM,SSD Controller,avg,short_link,storage_gb,rpm,is_ssd,ppgb,form_factor
128MB,2TB,"2.5""",6.69,,SATA 6 Gb/s,Storage,/product/VpgPxr/seagate-internal-hard-drive-st2000nx0253,Seagate,,,"Seagate 2TB 2.5"" 7200RPM Internal Hard Drive",ST2000NX0253,,$0.15,"[299.0, 319.99, 319.99, 329.99]",7200,,317.2425,seagate-internal-hard-drive-st2000nx0253,2000.0,7200.0,No,0.15,"2.5"""
128MB,6TB,"3.5""",29.13,,SATA 6 Gb/s,Storage,/product/yvfmP6/seagate-internal-hard-drive-st6000vn0021,Seagate,,,"Seagate 6TB 3.5"" 7200RPM Internal Hard Drive",ST6000VN0021,,$0.034,"[191.62, 249.99, 249.99]",7200,,230.533333333,seagate-internal-hard-drive-st6000vn0021,6000.0,7200.0,No,0.034,"3.5"""
N/A,120GB,"2.5""",2.18,,SATA 6 Gb/s,Storage,/product/8xs8TW/ocz-internal-hard-drive-trn15025sat3120g,OCZ,,,"OCZ TRION 150 120GB 2.5"" Solid State Drive",TRN150-25SAT3-120G,,$0.46,[54.99],,,54.99,ocz-internal-hard-drive-trn15025sat3120g,120.0,0.0,Yes,0.46,"2.5"""
N/A,250GB,mSATA,2.78,,mSATA,Storage,/product/gvKhP6/crucial-internal-hard-drive-ct250mx200ssd3,Crucial,,,Crucial MX200 250GB mSATA Solid State Drive,CT250MX200SSD3,,$0.36,"[89.98, 99.99, 139.99]",,,109.986666667,crucial-internal-hard-drive-ct250mx200ssd3,250.0,0.0,Yes,0.36,mSATA
N/A,1TB,mSATA,3.21,,mSATA,Storage,/product/7cfmP6/samsung-internal-hard-drive-mzm5e1t0bw,Samsung,,,Samsung 850 EVO 1TB mSATA Solid State Drive,MZ-M5E1T0BW,,$0.31,"[311.98, 312.12, 312.12, 327.88, 347.99, 349.99, 349.99, 349.99, 426.99]",,,343.227777778,samsung-internal-hard-drive-mzm5e1t0bw,1000.0,0.0,Yes,0.31,mSATA
N/A,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/br7CmG/intel-internal-hard-drive-ssdsc2bw240h6r5,Intel,,,"Intel 535 Series 240GB 2.5"" Solid State Drive",SSDSC2BW240H6R5,,,[],,,0.0,intel-internal-hard-drive-ssdsc2bw240h6r5,240.0,0.0,Yes,0.0,"2.5"""
N/A,240GB,M.2-2280,2.67,,M.2 (B+M),Storage,/product/THGj4D/kingston-ssdnow-g2-240gb-m2-2280-solid-state-drive-sm2280s3g2240g,Kingston,,,Kingston SSDNow G2 240GB M.2-2280 Solid State Drive,SM2280S3G2/240G,,$0.37,"[89.99, 90.99, 94.05, 107.25]",,,95.57,kingston-ssdnow-g2-240gb-m2-2280-solid-state-drive-sm2280s3g2240g,240.0,0.0,Yes,0.37,M.2-2280
16MB,300GB,"3.5""",5.94,,SAS 3 Gb/s,Storage,/product/9Y4gXL/ibm-internal-hard-drive-43x0805,IBM,,,"IBM 300GB 3.5"" 15000RPM Internal Hard Drive",43X0805,,$0.17,[45.0],15000,,45.0,ibm-internal-hard-drive-43x0805,300.0,15000.0,No,0.17,"3.5"""
64MB,2TB,"3.5""",26.67,,SATA 6 Gb/s,Storage,/product/mYgPxr/toshiba-internal-hard-drive-hdwa120xzsta,Toshiba,,,"Toshiba 2TB 3.5"" 5700RPM Internal Hard Drive",HDWA120XZSTA,,$0.037,"[74.99, 74.99]",5700,,74.99,toshiba-internal-hard-drive-hdwa120xzsta,2000.0,5700.0,No,0.037,"3.5"""
N/A,512GB,M.2-2280,2.45,,M.2 (B+M),Storage,/product/TYcMnQ/transcend-internal-hard-drive-ts512gmts800,Transcend,,,Transcend MTS800 512GB M.2-2280 Solid State Drive,TS512GMTS800,,$0.41,"[208.99, 208.99, 208.99]",,,208.99,transcend-internal-hard-drive-ts512gmts800,512.0,0.0,Yes,0.41,M.2-2280
512MB,480GB,M.2-2280,2.68,,M.2 (B+M),Storage,/product/7298TW/patriot-internal-hard-drive-pi480gsm280ssdr,Patriot,,,Patriot Ignite M2 480GB M.2-2280 Solid State Drive,PI480GSM280SSDR,,$0.37,"[179.0, 186.48, 217.9]",,,194.46,patriot-internal-hard-drive-pi480gsm280ssdr,480.0,0.0,Yes,0.37,M.2-2280
32MB,120GB,"2.5""",2.11,,SATA 6 Gb/s,Storage,/product/2nTrxr/patriot-internal-hard-drive-pb120gs25ssdr,Patriot,,MLC (synchronous),"Patriot Blaze 120GB 2.5"" Solid State Drive",PB120GS25SSDR,,$0.47,"[56.86, 57.69, 63.59]",,Phison,59.38,patriot-internal-hard-drive-pb120gs25ssdr,120.0,0.0,Yes,0.47,"2.5"""
16MB,600GB,"3.5""",1.53,,SAS 6 Gb/s,Storage,/product/Ws4gXL/seagate-internal-hard-drive-st3600057ss,Seagate,,,"Seagate Cheetah 15K.7 600GB 3.5"" 15000RPM Internal Hard Drive",ST3600057SS,,$0.65,[386.99],15000,,386.99,seagate-internal-hard-drive-st3600057ss,600.0,15000.0,No,0.65,"3.5"""
64MB,4TB,"3.5""",27.40,,SATA 6 Gb/s,Storage,/product/rkV48d/western-digital-internal-hard-drive-wd40efrx,Western Digital,,,"Western Digital Red 4TB 3.5"" 5400RPM Internal Hard Drive",WD40EFRX,,$0.036,"[145.99, 145.99, 145.99, 145.99, 145.99, 154.75, 154.99, 155.65, 174.99, 189.99, 197.99]",5400,,159.846363636,western-digital-internal-hard-drive-wd40efrx,4000.0,5400.0,No,0.036,"3.5"""
N/A,960GB,"2.5""",3.22,,SATA 6 Gb/s,Storage,/product/2mqbt6/pny-internal-hard-drive-ssd7cs2111960rb,PNY,,,"PNY 960GB 2.5"" Solid State Drive",SSD7CS2111-960-RB,,$0.31,[289.99],,,289.99,pny-internal-hard-drive-ssd7cs2111960rb,960.0,0.0,Yes,0.31,"2.5"""
N/A,16GB,"2.5""",0.06,,SATA 3 Gb/s,Storage,/product/kZfmP6/transcend-internal-hard-drive-ts16gssd500,Transcend,,,"Transcend 16GB 2.5"" Solid State Drive",TS16GSSD500,,$17.54,[280.63],,,280.63,transcend-internal-hard-drive-ts16gssd500,16.0,0.0,Yes,17.54,"2.5"""
64MB,3TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/rsTmP6/hitachi-internal-hard-drive-hds723030ala640,Hitachi,,,"Hitachi Deskstar 7K3000 3TB 3.5"" 7200RPM Internal Hard Drive",HDS723030ALA640,,,[],7200,,0.0,hitachi-internal-hard-drive-hds723030ala640,3000.0,7200.0,No,0.0,"3.5"""
128MB,6TB,"3.5""",27.27,,SAS 12 Gb/s,Storage,/product/kXXfrH/seagate-internal-hard-drive-st6000nm0034,Seagate,,,"Seagate Enterprise 6TB 3.5"" 7200RPM Internal Hard Drive",ST6000NM0034,,$0.037,"[220.0, 259.99, 269.0, 315.99]",7200,,266.245,seagate-internal-hard-drive-st6000nm0034,6000.0,7200.0,No,0.037,"3.5"""
N/A,960GB,"2.5""",2.04,,SATA 6 Gb/s,Storage,/product/LNGj4D/corsair-internal-hard-drive-cssdn960gbxt,Corsair,,,"Corsair Neutron XT 960GB 2.5"" Solid State Drive",CSSD-N960GBXT,,$0.49,"[469.99, 471.06]",,,470.525,corsair-internal-hard-drive-cssdn960gbxt,960.0,0.0,Yes,0.49,"2.5"""
32MB,2TB,"2.5""",18.18,,SATA 6 Gb/s,Storage,/product/FscMnQ/seagate-internal-hard-drive-stbd2000102,Seagate,,,"Seagate 2TB 2.5"" 5400RPM Internal Hard Drive",STBD2000102,,$0.055,"[109.99, 109.99, 109.99, 109.99, 111.0, 139.99, 189.99]",5400,,125.848571429,seagate-internal-hard-drive-stbd2000102,2000.0,5400.0,No,0.055,"2.5"""
N/A,800GB,PCI-E,1.14,,PCI-Express x4,Storage,/product/MxFXsY/intel-internal-hard-drive-ssdpedme800g401,Intel,,MLC,Intel DC P3600 800GB PCI-E Solid State Drive,SSDPEDME800G401,,$0.87,"[699.0, 840.47, 1262.99]",,,934.153333333,intel-internal-hard-drive-ssdpedme800g401,800.0,0.0,Yes,0.87,PCI-E
64MB,6TB,"3.5""",25.53,,SATA 6 Gb/s,Storage,/product/xHx9TW/western-digital-internal-hard-drive-wd60purx,Western Digital,,,"Western Digital Purple 6TB 3.5"" 5400RPM Internal Hard Drive",WD60PURX,,$0.039,"[234.99, 239.99, 239.99, 240.99, 239.99, 259.89, 261.98, 319.99]",5400,,254.72625,western-digital-internal-hard-drive-wd60purx,6000.0,5400.0,No,0.039,"3.5"""
N/A,360GB,"2.5""",2.48,,SATA 6 Gb/s,Storage,/product/ZhkwrH/intel-internal-hard-drive-ssdsc2kw360h6x1,Intel,,,"Intel 540s 360GB 2.5"" Solid State Drive",SSDSC2KW360H6X1,,$0.40,"[144.88, 149.99]",,,147.435,intel-internal-hard-drive-ssdsc2kw360h6x1,360.0,0.0,Yes,0.4,"2.5"""
16MB,500GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/jDGkcf/western-digital-internal-hard-drive-wd5000bpkx,Western Digital,,,"Western Digital BLACK SERIES 500GB 2.5"" 7200RPM Internal Hard Drive",WD5000BPKX,,,[],7200,,0.0,western-digital-internal-hard-drive-wd5000bpkx,500.0,7200.0,No,0.0,"2.5"""
N/A,1TB,"2.5""",3.70,,SATA 6 Gb/s,Storage,/product/PBjWGX/sandisk-internal-hard-drive-sd8sb8u1t001122,Sandisk,,,"Sandisk X400 1TB 2.5"" Solid State Drive",SD8SB8U-1T00-1122,,$0.27,"[269.99, 265.79, 279.0]",,,271.593333333,sandisk-internal-hard-drive-sd8sb8u1t001122,1000.0,0.0,Yes,0.27,"2.5"""
N/A,64GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/Z9DwrH/crucial-internal-hard-drive-ct064m4ssd2,Crucial,,MLC (synchronous),"Crucial M4 64GB 2.5"" Solid State Drive",CT064M4SSD2,,,[],,Marvell 9174,0.0,crucial-internal-hard-drive-ct064m4ssd2,64.0,0.0,Yes,0.0,"2.5"""
N/A,120GB,mSATA,1.48,,mSATA,Storage,/product/xD38TW/samsung-internal-hard-drive-mzm5e120bw,Samsung,,,Samsung 850 EVO 120GB mSATA Solid State Drive,MZ-M5E120BW,,$0.67,"[80.98, 82.98, 89.95, 82.98]",,,84.2225,samsung-internal-hard-drive-mzm5e120bw,120.0,0.0,Yes,0.67,mSATA
N/A,500GB,M.2-2280,3.17,,M.2 (B+M),Storage,/product/PGcMnQ/mushkin-internal-hard-drive-mknssdav500gbd8,Mushkin,,,Mushkin Atlas Vital 500GB M.2-2280 Solid State Drive,MKNSSDAV500GB-D8,,$0.32,"[157.89, 163.98]",,,160.935,mushkin-internal-hard-drive-mknssdav500gbd8,500.0,0.0,Yes,0.32,M.2-2280
N/A,256GB,"2.5""",0.64,,SATA 3 Gb/s,Storage,/product/dLR48d/samsung-internal-hard-drive-mz5pa256us,Samsung,,MLC,"Samsung 470 Series 256GB 2.5"" Solid State Drive",MZ-5PA256/US,,$1.55,[389.1],,Samsung MAX,389.1,samsung-internal-hard-drive-mz5pa256us,256.0,0.0,Yes,1.55,"2.5"""
N/A,40GB,"2.5""",0.44,,SATA 3 Gb/s,Storage,/product/phzv6h/intel-internal-hard-drive-ssdsa2ct040g310,Intel,,MLC,"Intel 320 Series 40GB 2.5"" Solid State Drive",SSDSA2CT040G310,,$2.25,[90.0],,Intel PC29AS21BA0,90.0,intel-internal-hard-drive-ssdsa2ct040g310,40.0,0.0,Yes,2.25,"2.5"""
N/A,8GB,mSATA,0.40,,mSATA,Storage,/product/LRBrxr/mydigitalssd-internal-hard-drive-mdmssb008,MyDigitalSSD,,MLC (toggle),MyDigitalSSD Super Boot Drive 8GB mSATA Solid State Drive,MDMS-SB-008,,$2.50,"[19.99, 19.99]",,Phison,19.99,mydigitalssd-internal-hard-drive-mdmssb008,8.0,0.0,Yes,2.5,mSATA
N/A,80GB,"2.5""",0.73,,SATA 6 Gb/s,Storage,/product/6r648d/intel-internal-hard-drive-ssdsc2bb080g601,Intel,,,"Intel 80GB 2.5"" Solid State Drive",SSDSC2BB080G601,,$1.37,"[109.99, 112.74]",,,111.365,intel-internal-hard-drive-ssdsc2bb080g601,80.0,0.0,Yes,1.37,"2.5"""
N/A,120GB,mSATA,1.89,,mSATA,Storage,/product/32qdnQ/kingston-internal-hard-drive-sms200s3120g,Kingston,,,Kingston 120GB mSATA Solid State Drive,SMS200S3/120G,,$0.53,"[56.99, 63.6, 63.6]",,,61.3966666667,kingston-internal-hard-drive-sms200s3120g,120.0,0.0,Yes,0.53,mSATA
64MB,2TB,"3.5""",25.98,,SATA 6 Gb/s,Storage,/product/T7PzK8/seagate-internal-hard-drive-st2000vx003,Seagate,,,"Seagate Surveillance HDD 2TB 3.5"" 5400RPM Internal Hard Drive",ST2000VX003,,$0.038,"[76.99, 82.99, 84.0, 85.99, 88.99, 89.65]",5400,,84.7683333333,seagate-internal-hard-drive-st2000vx003,2000.0,5400.0,No,0.038,"3.5"""
N/A,1TB,"2.5""",11.24,7.8GB,SATA 6 Gb/s,Storage,/product/CLDzK8/seagate-internal-hard-drive-st1000lm015,Seagate,,,"Seagate 1TB 2.5"" 5400RPM Hybrid Internal Hard Drive",ST1000LM015,,$0.089,"[88.99, 89.01, 89.99, 93.97]",5400,,90.49,seagate-internal-hard-drive-st1000lm015,1000.0,5400.0,No,0.089,"2.5"""
N/A,250GB,"2.5""",2.36,,SATA 6 Gb/s,Storage,/product/BzqdnQ/samsung-internal-hard-drive-mz7te250bw,Samsung,,TLC (toggle),"Samsung 840 EVO 250GB 2.5"" Solid State Drive",MZ-7TE250BW,,$0.42,"[105.89, 167.59, 334.37]",,Samsung MEX,202.616666667,samsung-internal-hard-drive-mz7te250bw,250.0,0.0,Yes,0.42,"2.5"""
N/A,180GB,M.2-2280,1.60,,M.2 (B+M),Storage,/product/CzYWGX/intel-internal-hard-drive-ssdsckjw180h601,Intel,,,Intel 180GB M.2-2280 Solid State Drive,SSDSCKJW180H601,,$0.63,[107.75],,,107.75,intel-internal-hard-drive-ssdsckjw180h601,180.0,0.0,Yes,0.63,M.2-2280
N/A,240GB,mSATA,2.40,,mSATA,Storage,/product/Q4R48d/kingston-internal-hard-drive-sms200s3240g,Kingston,,MLC (synchronous),Kingston SSDNow mS200 240GB mSATA Solid State Drive,SMS200S3/240G,,$0.42,"[99.99, 100.99, 116.99]",,Sandforce SF-2281,105.99,kingston-internal-hard-drive-sms200s3240g,240.0,0.0,Yes,0.42,mSATA
64MB,4TB,"3.5""",27.78,,SATA 6 Gb/s,Storage,/product/xmPzK8/toshiba-internal-hard-drive-md03aca400v,Toshiba,,,"Toshiba MD03ACA-V 4TB 3.5"" 7200RPM Internal Hard Drive",MD03ACA400V,,$0.036,[134.88],7200,,134.88,toshiba-internal-hard-drive-md03aca400v,4000.0,7200.0,No,0.036,"3.5"""
N/A,240GB,"1.8""",1.50,,SATA 6 Gb/s,Storage,/product/8cfmP6/visiontek-internal-hard-drive-900756,VisionTek,,,"VisionTek Go Drive 240GB 1.8"" Solid State Drive",900756,,$0.67,"[159.99, 247.51]",,,203.75,visiontek-internal-hard-drive-900756,240.0,0.0,Yes,0.67,"1.8"""
N/A,256GB,mSATA,,,mSATA,Storage,/product/ZTWrxr/mydigitalssd-internal-hard-drive-mdmsbp4e256,MyDigitalSSD,,MLC (synchronous),MyDigitalSSD Bullet Proof 4 Eco 256GB mSATA Solid State Drive,MDMS-BP4e-256,,,[],,,0.0,mydigitalssd-internal-hard-drive-mdmsbp4e256,256.0,0.0,Yes,0.0,mSATA
N/A,300GB,PCI-E,0.13,,PCI-Express x8,Storage,/product/RY4gXL/ocz-internal-hard-drive-zd4cm84hh300g,OCZ,,MLC (synchronous),OCZ Z-Drive R4 CM84 300GB PCI-E Solid State Drive,ZD4CM84-HH-300G,,$8.00,[2399.99],,Sandforce SF-2282,2399.99,ocz-internal-hard-drive-zd4cm84hh300g,300.0,0.0,Yes,8.0,PCI-E
N/A,1.2TB,"2.5""",,,SATA 6 Gb/s,Storage,/product/3qs8TW/intel-internal-hard-drive-ssdsc2bb012t401,Intel,,,"Intel DC S3500 1.2TB 2.5"" Solid State Drive",SSDSC2BB012T401,,,[],,,0.0,intel-internal-hard-drive-ssdsc2bb012t401,1200.0,0.0,Yes,0.0,"2.5"""
N/A,180GB,"2.5""",1.64,,SATA 6 Gb/s,Storage,/product/xxYWGX/intel-internal-hard-drive-ssdsc2bw180h601,Intel,,,"Intel 535 Series 180GB 2.5"" Solid State Drive",SSDSC2BW180H601,,$0.61,[109.7],,,109.7,intel-internal-hard-drive-ssdsc2bw180h601,180.0,0.0,Yes,0.61,"2.5"""
8MB,1TB,"2.5""",14.29,,SATA 3 Gb/s,Storage,/product/4th9TW/seagate-internal-hard-drive-stbd1000100,Seagate,,,"Seagate Momentus LP 1TB 2.5"" 5400RPM Internal Hard Drive",STBD1000100,,$0.070,"[69.99, 69.99, 69.99, 72.88, 72.98, 69.99, 69.99, 89.99]",5400,,73.225,seagate-internal-hard-drive-stbd1000100,1000.0,5400.0,No,0.07,"2.5"""
N/A,400GB,"2.5""",1.19,,PCI-Express x4,Storage,/product/GjX2FT/intel-internal-hard-drive-ssdpe2me400g401,Intel,,MLC,"Intel DC P3600 400GB 2.5"" Solid State Drive",SSDPE2ME400G401,,$0.84,"[334.99, 357.7]",,,346.345,intel-internal-hard-drive-ssdpe2me400g401,400.0,0.0,Yes,0.84,"2.5"""
N/A,512GB,M.2-2280,3.01,,M.2 (M),Storage,/product/w34NnQ/intel-600p-series-512gb-m2-2280-solid-state-drive-ssdpekkw512g7x1,Intel,,,Intel 600p Series 512GB M.2-2280 Solid State Drive,SSDPEKKW512G7X1,,$0.33,"[169.99, 169.99, 199.98, 209.99]",,,187.4875,intel-600p-series-512gb-m2-2280-solid-state-drive-ssdpekkw512g7x1,512.0,0.0,Yes,0.33,M.2-2280
N/A,120GB,mSATA,1.88,,mSATA,Storage,/product/yf6BD3/visiontek-internal-hard-drive-900611,VisionTek,,MLC,VisionTek mSATA 120GB mSATA Solid State Drive,900611,,$0.53,"[63.93, 64.99, 65.98, 72.99]",,Sandforce SF-2281,66.9725,visiontek-internal-hard-drive-900611,120.0,0.0,Yes,0.53,mSATA
32MB,1TB,"3.5""",12.50,,SATA 6 Gb/s,Storage,/product/kLmLrH/seagate-internal-hard-drive-st31000524as,Seagate,,,"Seagate Barracuda 1TB 3.5"" 7200RPM Internal Hard Drive",ST31000524AS,,$0.080,"[79.98, 85.0]",7200,,82.49,seagate-internal-hard-drive-st31000524as,1000.0,7200.0,No,0.08,"3.5"""
8MB,250GB,"2.5""",5.19,,SATA 3 Gb/s,Storage,/product/qTfp99/western-digital-internal-hard-drive-wd2500bpvt,Western Digital,,,"Western Digital Scorpio Blue 250GB 2.5"" 5400RPM Internal Hard Drive",WD2500BPVT,,$0.19,[39.99],5400,,39.99,western-digital-internal-hard-drive-wd2500bpvt,250.0,5400.0,No,0.19,"2.5"""
N/A,800GB,"2.5""",1.23,,SATA 6 Gb/s,Storage,/product/wzmLrH/intel-internal-hard-drive-ssdsc2bb800g401,Intel,,MLC,"Intel SSD DC S3500 Series 800GB 2.5"" Solid State Drive",SSDSC2BB800G401,Yes,$0.81,"[647.95, 699.99]",,Intel PC29AS21CA,673.97,intel-internal-hard-drive-ssdsc2bb800g401,800.0,0.0,Yes,0.81,"2.5"""
16MB,1TB,"2.5""",15.39,,SATA 3 Gb/s,Storage,/product/fMh9TW/western-digital-internal-hard-drive-wd10juct,Western Digital,,,"Western Digital AV-25 1TB 2.5"" 5400RPM Internal Hard Drive",WD10JUCT,,$0.065,[64.99],5400,,64.99,western-digital-internal-hard-drive-wd10juct,1000.0,5400.0,No,0.065,"2.5"""
64MB,500GB,"3.5""",6.84,,SATA 6 Gb/s,Storage,/product/3Xg323/western-digital-internal-hard-drive-wd5003abyz,Western Digital,,,"Western Digital Re 500GB 3.5"" 7200RPM Internal Hard Drive",WD5003ABYZ,,$0.15,"[73.14, 74.98, 75.99, 79.99, 83.74]",7200,,77.568,western-digital-internal-hard-drive-wd5003abyz,500.0,7200.0,No,0.15,"3.5"""
N/A,480GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/QD4NnQ/amd-internal-hard-drive-radeonr7ssd480g,AMD,,MLC (toggle),"AMD 480GB 2.5"" Solid State Drive",RADEON-R7SSD-480G,,,[],,Indilinx Barefoot 3,0.0,amd-internal-hard-drive-radeonr7ssd480g,480.0,0.0,Yes,0.0,"2.5"""
16MB,146GB,"3.5""",,,SAS 3 Gb/s,Storage,/product/w4R48d/seagate-internal-hard-drive-st3146356ssim,Seagate,,,"Seagate 146GB 3.5"" 15000RPM Internal Hard Drive",ST3146356SS-IM,,,[],15000,,0.0,seagate-internal-hard-drive-st3146356ssim,146.0,15000.0,No,0.0,"3.5"""
N/A,480GB,"2.5""",2.09,,SATA 6 Gb/s,Storage,/product/9QjG3C/intel-internal-hard-drive-ssdsc2bf480h501,Intel,,MLC,"Intel Pro 2500 480GB 2.5"" Solid State Drive",SSDSC2BF480H501,,$0.48,[229.99],,Sandforce SF-2281,229.99,intel-internal-hard-drive-ssdsc2bf480h501,480.0,0.0,Yes,0.48,"2.5"""
8MB,320GB,"2.5""",6.64,,SATA 3 Gb/s,Storage,/product/x6TmP6/hitachi-internal-hard-drive-0j11283,Hitachi,,,"Hitachi Travelstar Z5K500 320GB 2.5"" 5400RPM Internal Hard Drive",0J11283,,$0.15,[39.99],5400,,39.99,hitachi-internal-hard-drive-0j11283,320.0,5400.0,No,0.15,"2.5"""
64MB,3TB,"3.5""",28.04,,SATA 6 Gb/s,Storage,/product/7sTmP6/western-digital-internal-hard-drive-wd30efrx,Western Digital,,,"Western Digital Red 3TB 3.5"" 5400RPM Internal Hard Drive",WD30EFRX,,$0.036,"[106.99, 109.99, 109.99, 114.99, 109.0, 109.99, 119.99, 123.3, 114.99]",5400,,113.247777778,western-digital-internal-hard-drive-wd30efrx,3000.0,5400.0,No,0.036,"3.5"""
128MB,2TB,"2.5""",6.90,,SAS 12 Gb/s,Storage,/product/fTWrxr/seagate-internal-hard-drive-st2000nx0273,Seagate,,,"Seagate 2TB 2.5"" 7200RPM Internal Hard Drive",ST2000NX0273,,$0.14,"[290.0, 332.99, 333.99]",7200,,318.993333333,seagate-internal-hard-drive-st2000nx0273,2000.0,7200.0,No,0.14,"2.5"""
16MB,320GB,"3.5""",8.04,,SATA 3 Gb/s,Storage,/product/ZcK7YJ/seagate-internal-hard-drive-st3320418as,Seagate,,,"Seagate Barracuda 320GB 3.5"" 7200RPM Internal Hard Drive",ST3320418AS,,$0.12,[30.99],7200,,30.99,seagate-internal-hard-drive-st3320418as,320.0,7200.0,No,0.12,"3.5"""
128MB,5TB,"3.5""",21.81,,SATA 6 Gb/s,Storage,/product/L3Crxr/seagate-internal-hard-drive-st5000vx0011,Seagate,,,"Seagate Surveillance HDD 5TB 3.5"" 5400RPM Internal Hard Drive",ST5000VX0011,,$0.046,[229.29],5400,,229.29,seagate-internal-hard-drive-st5000vx0011,5000.0,5400.0,No,0.046,"3.5"""
N/A,300GB,"1.8""",0.92,,Micro SATA 3 Gb/s,Storage,/product/4Mh9TW/intel-internal-hard-drive-ssdsa1nw300g301,Intel,,MLC,"Intel 320 Series 300GB 1.8"" Solid State Drive",SSDSA1NW300G301,,$1.09,[318.87],,Intel PC29AS21BA0,318.87,intel-internal-hard-drive-ssdsa1nw300g301,300.0,0.0,Yes,1.09,"1.8"""
N/A,800GB,"2.5""",1.70,,SATA 6 Gb/s,Storage,/product/jZRFf7/intel-internal-hard-drive-ssdsc2bb800g601,Intel,,,"Intel 800GB 2.5"" Solid State Drive",SSDSC2BB800G601,,$0.59,"[461.99, 500.99, 503.54]",,,488.84,intel-internal-hard-drive-ssdsc2bb800g601,800.0,0.0,Yes,0.59,"2.5"""
N/A,115GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/bTkD4D/mushkin-internal-hard-drive-mknssdcl115gbdx2,Mushkin,,MLC,"Mushkin Callisto DX2 Series 115GB 2.5"" Solid State Drive",MKNSSDCL115GB-DX2,,,[],,Sandforce SF-1222,0.0,mushkin-internal-hard-drive-mknssdcl115gbdx2,115.0,0.0,Yes,0.0,"2.5"""
N/A,60GB,"2.5""",1.13,,SATA 6 Gb/s,Storage,/product/mQrG3C/kingston-internal-hard-drive-sv300s3d760g,Kingston,,Varies,"Kingston SSDNow V300 Series 60GB 2.5"" Solid State Drive",SV300S3D7/60G,,$0.88,[52.99],,Sandforce SF-2281,52.99,kingston-internal-hard-drive-sv300s3d760g,60.0,0.0,Yes,0.88,"2.5"""
64MB,3TB,"3.5""",11.24,,SATA 6 Gb/s,Storage,/product/cKH48d/hitachi-internal-hard-drive-0b26886,Hitachi,,,"Hitachi Ultrastar 7K4000 3TB 3.5"" 7200RPM Internal Hard Drive",0B26886,,$0.089,"[265.0, 270.67]",7200,,267.835,hitachi-internal-hard-drive-0b26886,3000.0,7200.0,No,0.089,"3.5"""
N/A,240GB,M.2-2280,2.58,,M.2 (B+M),Storage,/product/8XvZxr/mushkin-internal-hard-drive-mknssdav240gbd8,Mushkin,,,Mushkin Atlas Vital 240GB M.2-2280 Solid State Drive,MKNSSDAV240GB-D8,,$0.39,"[92.88, 97.98, 98.78]",,,96.5466666667,mushkin-internal-hard-drive-mknssdav240gbd8,240.0,0.0,Yes,0.39,M.2-2280
N/A,120GB,"2.5""",1.72,,SATA 6 Gb/s,Storage,/product/CdR48d/mushkin-internal-hard-drive-mknssdcr120gb,Mushkin,,MLC (asynchronous),"Mushkin Chronos 120GB 2.5"" Solid State Drive",MKNSSDCR120GB,,$0.58,[69.89],,Sandforce SF-2281,69.89,mushkin-internal-hard-drive-mknssdcr120gb,120.0,0.0,Yes,0.58,"2.5"""
8MB,320GB,"3.5""",9.80,,SATA 3 Gb/s,Storage,/product/rd7wrH/western-digital-internal-hard-drive-wd3200aajs,Western Digital,,,"Western Digital Caviar Blue 320GB 3.5"" 7200RPM Internal Hard Drive",WD3200AAJS,,$0.10,"[23.99, 43.95]",7200,,33.97,western-digital-internal-hard-drive-wd3200aajs,320.0,7200.0,No,0.1,"3.5"""
N/A,120GB,"1.8""",1.20,,Micro SATA 6 Gb/s,Storage,/product/Xpdqqs/kingston-internal-hard-drive-skc380s3120g,Kingston,,MLC,"Kingston SSDNow KC380 120GB 1.8"" Solid State Drive",SKC380S3/120G,,$0.83,"[99.99, 100.58, 110.98, 114.99, 123.6]",,Sandforce SF-2241,110.028,kingston-internal-hard-drive-skc380s3120g,120.0,0.0,Yes,0.83,"1.8"""
128MB,5TB,"3.5""",10.89,,SATA 6 Gb/s,Storage,/product/QPVBD3/western-digital-internal-hard-drive-wd5001fsyz,Western Digital,,,"Western Digital RE 5TB 3.5"" 7200RPM Internal Hard Drive",WD5001FSYZ,,$0.092,[449.99],7200,,449.99,western-digital-internal-hard-drive-wd5001fsyz,5000.0,7200.0,No,0.092,"3.5"""
16MB,1TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/HX7wrH/western-digital-internal-hard-drive-wd1000fyps,Western Digital,,,"Western Digital RE2-GP 1TB 3.5"" 7200RPM Internal Hard Drive",WD1000FYPS,,,[],7200,,0.0,western-digital-internal-hard-drive-wd1000fyps,1000.0,7200.0,No,0.0,"3.5"""
