Color,Dimensions,"External 2.5"" Bays","External 3.5"" Bays","External 5.25"" Bays","External 5.25"" Slim Bays","External 5.25"" Slim Slot Load Bays",Front Panel USB 3.0 Ports,Includes Power Supply,"Internal 2.5"" Bays","Internal 3.5"" Bays","Internal 5.25"" Bays","Internal 5.25"" Slim Slot Load Bays",Kind,Link,Manufacturer,Maximum Video Card Length,Model,Motherboard Compatibility,Name,Part #,Prices,Type,link,dim,vol,avg,short_link
Black,"15.94"" x 7.09"" x 13.86""",,2,2,,,No,No,,4,,,Case,/product/g6zv6h/foxconn-case-tlm720iso400,Foxconn,,,"Micro ATX, Mini ITX",Foxconn TLM-720+ISO-400 MicroATX Mini Tower Case,TLM-720+ISO-400,[],MicroATX Mini Tower,foxconn-case-tlm720iso400,"[15.94, 7.09, 13.86]",1566.382356,0.0,foxconn-case-tlm720iso400
Black/Silver,"14.92"" x 7.09"" x 13.86""",,2,2,,,No,350 Watts,,4,,,Case,/product/qvxfrH/foxconn-case-ks188iso450,Foxconn,,,"Micro ATX, Mini ITX",Foxconn KS188-ISO450 MicroATX Mini Tower Case w/350W Power Supply,KS188-ISO450,[],MicroATX Mini Tower,foxconn-case-ks188iso450,"[14.92, 7.09, 13.86]",1466.149608,0.0,foxconn-case-ks188iso450
Black/Silver,"15.94"" x 7.09"" x 13.86""",,1,2,,,No,No,,4,,,Case,/product/KjxfrH/foxconn-case-tlmc03iso400,Foxconn,,,"Micro ATX, Mini ITX",Foxconn TLM-C03+ISO-400 MicroATX Mini Tower Case,TLM-C03+ISO-400,[],MicroATX Mini Tower,foxconn-case-tlmc03iso400,"[15.94, 7.09, 13.86]",1566.382356,0.0,foxconn-case-tlmc03iso400
Black,"15.43"" x 10.31"" x 8.35""",,,2,,,No,No,,2,,,Case,/product/FjxfrH/silverstone-case-sg01bf,Silverstone,"9.57""",,"Micro ATX, Mini ITX",Silverstone SG01-BF MicroATX Desktop Case,SG01-BF<br/>(or) SST-SG01-BF,[],MicroATX Desktop,silverstone-case-sg01bf,"[15.43, 10.31, 8.35]",1328.345555,0.0,silverstone-case-sg01bf
Black,,,,2,,,Yes,No,2,6,,,Case,/product/P4DzK8/silverstone-case-kl05bq,Silverstone,"10.98"" (279mm) With Drive Cages<br/>15.98"" (406mm) Without Drive Cages",,"ATX, Micro ATX",Silverstone KL05B-Q ATX Mid Tower Case,KL05B-Q<br/>(or) SST-KL05B-Q,"[74.99, 74.99]",ATX Mid Tower,silverstone-case-kl05bq,,0.0,74.99,silverstone-case-kl05bq
Black,"19.29"" x 8.23"" x 18.46""",,,5,,,Yes,No,,4,,,Case,/product/RcK7YJ/lian-li-case-pc60fnwx,Lian-Li,"16.93""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-60FNWX ATX Mid Tower Case,PC-60FNWX,[],ATX Mid Tower,lian-li-case-pc60fnwx,"[19.29, 8.23, 18.46]",2930.648682,0.0,lian-li-case-pc60fnwx
Black,"10.87"" x 6.93"" x 8.70""",,,,,,No,450 Watts,1,1,,,Case,/product/8G4gXL/silverstone-case-sg05bb450,Silverstone,"10.00""",,"Mini ITX, Thin Mini ITX",Silverstone SG05BB-450 Mini ITX Desktop Case w/450W Power Supply,SG05BB-450,[],Mini ITX Desktop,silverstone-case-sg05bb450,"[10.87, 6.93, 8.70]",655.36317,0.0,silverstone-case-sg05bb450
Black,"14.57"" x 6.97"" x 13.78""",,2,2,,,No,350 Watts,,1,,,Case,/product/b3DwrH/inwin-case-v605t2cq350tbl,Inwin,,,"Micro ATX, Mini ITX",Inwin V605T2.CQ350TBL MicroATX Mini Tower Case w/350W Power Supply,V605T2.CQ350TBL,[],MicroATX Mini Tower,inwin-case-v605t2cq350tbl,"[14.57, 6.97, 13.78]",1399.398962,0.0,inwin-case-v605t2cq350tbl
Black,"18.66"" x 7.72"" x 16.73""",,2,4,,,No,420 Watts,,5,,,Case,/product/WktCmG/apevia-case-atxb4klwbk,Apevia,,X-Dreamer II ATXB4KLW-BK,"ATX, Micro ATX, Mini ITX",Apevia X-Dreamer II ATXB4KLW-BK ATX Mid Tower Case w/420W Power Supply,ATXB4KLW-BK,[],ATX Mid Tower,apevia-case-atxb4klwbk,"[18.66, 7.72, 16.73]",2410.043496,0.0,apevia-case-atxb4klwbk
Black/Silver,"16.34"" x 6.97"" x 15.24""",,2,2,,,No,500 Watts,,2,,,Case,/product/69zv6h/apevia-case-xqboiinwal500,Apevia,,X-QBOII Black/Silver,"Micro ATX, Mini ITX",Apevia X-QBOII Black/Silver MicroATX Mini Tower Case w/500W Power Supply,X-QBOII-NW-AL/500,[],MicroATX Mini Tower,apevia-case-xqboiinwal500,"[16.34, 6.97, 15.24]",1735.680552,0.0,apevia-case-xqboiinwal500
Black,"18.90"" x 7.28"" x 16.46""",,1,4,,,No,No,,6,,,Case,/product/jTh9TW/apevia-case-xdreamer3bk,Apevia,,X-Dreamer3 Black,"ATX, Micro ATX, Mini ITX",Apevia X-Dreamer3 Black ATX Mid Tower Case,X-DREAMER3-BK,[],ATX Mid Tower,apevia-case-xdreamer3bk,"[18.90, 7.28, 16.46]",2264.76432,0.0,apevia-case-xdreamer3bk
Black/Silver,"14.69"" x 11.18"" x 8.98""",,1,2,,,No,500 Watts,,2,,,Case,/product/z4W9TW/apevia-case-xqpack2al500,Apevia,,X-QPack2 Black/Silver,"Micro ATX, Mini ITX",Apevia X-QPack2 Black/Silver MicroATX Desktop Case w/500W Power Supply,X-QPACK2-AL/500,[],MicroATX Desktop,apevia-case-xqpack2al500,"[14.69, 11.18, 8.98]",1474.823116,0.0,apevia-case-xqpack2al500
Black/Silver,"13.78"" x 11.18"" x 8.98""",,1,2,,,No,420 Watts,,2,,,Case,/product/BCh9TW/apevia-case-xqpacknwal420,Apevia,,X-QPack Black/Silver,"Micro ATX, Mini ITX",Apevia X-QPack Black/Silver MicroATX Desktop Case w/420W Power Supply,X-QPACK-NW-AL/420,[],MicroATX Desktop,apevia-case-xqpacknwal420,"[13.78, 11.18, 8.98]",1383.462392,0.0,apevia-case-xqpacknwal420
Black,"16.97"" x 7.80"" x 16.50""",,2,3,,,No,350 Watts,,2,,,Case,/product/DYGkcf/inwin-case-s605t2cq350tbl,Inwin,,,"ATX, Micro ATX, Mini ITX",Inwin S605T2.CQ350TBL ATX Mid Tower Case w/350W Power Supply,S605T2.CQ350TBL,[],ATX Mid Tower,inwin-case-s605t2cq350tbl,"[16.97, 7.80, 16.50]",2184.039,0.0,inwin-case-s605t2cq350tbl
Black/Gray,"14.57"" x 7.09"" x 14.29""",,2,2,,,No,350 Watts,,1,,,Case,/product/g9zv6h/inwin-case-iwz583tcq350tbl,Inwin,,,"Micro ATX, Mini ITX",Inwin IW-Z583T.CQ350TBL MicroATX Mini Tower Case w/350W Power Supply,IW-Z583T.CQ350TBL,[],MicroATX Mini Tower,inwin-case-iwz583tcq350tbl,"[14.57, 7.09, 14.29]",1476.175577,0.0,inwin-case-iwz583tcq350tbl
Black,,,1,1,,,Yes,No,1,2,,,Case,/product/RLPzK8/apevia-case-xqpack3cl,Apevia,"12.60""",,"Micro ATX, Mini ITX",Apevia X-QPACK3-CL MicroATX Mini Tower Case,X-QPACK3-CL,"[55.99, 59.99, 67.57, 59.99]",MicroATX Mini Tower,apevia-case-xqpack3cl,,0.0,60.885,apevia-case-xqpack3cl
Black/Red,"7.60"" x 16.18"" x 17.48""",,1,4,,,No,430 Watts,,3,,,Case,/product/KwQypg/athenatech-case-a605br450,Athenatech,,,"ATX, Micro ATX, Mini ITX",Athenatech A605BR.450 ATX Mid Tower Case w/430W Power Supply,A605BR.450,[],ATX Mid Tower,athenatech-case-a605br450,"[7.60, 16.18, 17.48]",2149.48064,0.0,athenatech-case-a605br450
Black/Silver,"17.72"" x 8.03"" x 20.51""",,2,5,,,No,No,,6,,,Case,/product/37jG3C/sunbeam-case-ictrusbawopsu,Sunbeam,,,"ATX, Micro ATX, Mini ITX",Sunbeam IC-TR-US-BA-WOPSU ATX Full Tower Case,IC-TR-US-BA-WOPSU,[],ATX Full Tower,sunbeam-case-ictrusbawopsu,"[17.72, 8.03, 20.51]",2918.400716,0.0,sunbeam-case-ictrusbawopsu
Black,"16.93"" x 7.83"" x 17.76""",,2,5,,,No,No,,3,,,Case,/product/7Qbp99/sunbeam-case-icfsbk,Sunbeam,,,"ATX, Micro ATX, Mini ITX",Sunbeam IC-FS-BK ATX Mid Tower Case,IC-FS-BK,[],ATX Mid Tower,sunbeam-case-icfsbk,"[16.93, 7.83, 17.76]",2354.299344,0.0,sunbeam-case-icfsbk
Black/Silver,"19.49"" x 7.48"" x 16.06""",,1,4,,,No,585 Watts,,4,,,Case,/product/mwQypg/hec-case-6c28bsx585,HEC,,,"ATX, Micro ATX, Mini ITX",HEC 6C28BSX585 ATX Mid Tower Case w/585W Power Supply,6C28BSX585,[],ATX Mid Tower,hec-case-6c28bsx585,"[19.49, 7.48, 16.06]",2341.310312,0.0,hec-case-6c28bsx585
Silver,"18.98"" x 7.99"" x 21.22""",,2,5,,,No,No,,5,,,Case,/product/bbg323/apevia-case-xtelstaral,Apevia,,X-Telstar Silver,"ATX, Micro ATX, Mini ITX",Apevia X-Telstar Silver ATX Full Tower Case,X-TELSTAR-AL,[],ATX Full Tower,apevia-case-xtelstaral,"[18.98, 7.99, 21.22]",3218.017244,0.0,apevia-case-xtelstaral
Black,"14.92"" x 7.09"" x 13.86""",,2,2,,,No,350 Watts,,4,,,Case,/product/fQbp99/foxconn-case-ks136iso450,Foxconn,,,"Micro ATX, Mini ITX",Foxconn KS136-ISO450 MicroATX Mini Tower Case w/350W Power Supply,KS136-ISO450,[],MicroATX Mini Tower,foxconn-case-ks136iso450,"[14.92, 7.09, 13.86]",1466.149608,0.0,foxconn-case-ks136iso450
Black,"18.27"" x 7.05"" x 17.48""",,1,4,,,No,400 Watts,,5,,,Case,/product/M8DwrH/sentey-case-gs6015wbrp400,Sentey,,,"ATX, Micro ATX, Mini ITX",Sentey GS-6015 W/ BRP400 ATX Mid Tower Case w/400W Power Supply,GS-6015 W/ BRP400,[],ATX Mid Tower,sentey-case-gs6015wbrp400,"[18.27, 7.05, 17.48]",2251.48518,0.0,sentey-case-gs6015wbrp400
Black,"19.49"" x 7.48"" x 16.06""",,1,4,,,No,485 Watts,,5,,,Case,/product/M9zv6h/compucase-case-6c28bboh48d,HEC,,,"ATX, Micro ATX, Mini ITX",HEC 6C28BBOH48D ATX Mid Tower Case w/485W Power Supply,6C28BBOH48D,[],ATX Mid Tower,compucase-case-6c28bboh48d,"[19.49, 7.48, 16.06]",2341.310312,0.0,compucase-case-6c28bboh48d
Black,"15.67"" x 10.98"" x 10.79""",,,2,,,Yes,No,,3,,,Case,/product/D9zv6h/lian-li-case-pcv352b,Lian-Li,"11.02""",,"Micro ATX, Mini ITX, Thin Mini ITX",Lian-Li PC-V352B MicroATX Desktop Case,PC-V352B,[],MicroATX Desktop,lian-li-case-pcv352b,"[15.67, 10.98, 10.79]",1856.490714,0.0,lian-li-case-pcv352b
Silver,"5.98"" x 17.52"" x 12.36""",,,1,,,Yes,No,2,3,,,Case,/product/CHg323/lian-li-case-pcc50a,Lian-Li,"9.84""",,"Micro ATX, Mini ITX, Thin Mini ITX",Lian-Li PC-C50A HTPC Case,PC-C50A,[],HTPC,lian-li-case-pcc50a,"[5.98, 17.52, 12.36]",1294.952256,0.0,lian-li-case-pcc50a
Black,,,,1,,,Yes,No,2,2,,,Case,/product/k9cMnQ/vivo-case-v07-atx-mid-tower-case-case-v07,VIVO,"14.96""",,"ATX, Micro ATX, Mini ITX",VIVO CASE-V07 ATX Mid Tower Case,CASE-V07,"[49.99, 49.99, 53.99]",ATX Mid Tower,vivo-case-v07-atx-mid-tower-case-case-v07,,0.0,51.3233333333,vivo-case-v07-atx-mid-tower-case-case-v07
Black,"6.57"" x 16.69"" x 18.07""",,,2,,,No,No,,4,,,Case,/product/c8Bv6h/lian-li-case-pcc33b,Lian-Li,"11.42""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-C33B HTPC Case,PC-C33B,[],HTPC,lian-li-case-pcc33b,"[6.57, 16.69, 18.07]",1981.435131,0.0,lian-li-case-pcc33b
Black,"13.78"" x 11.18"" x 8.98""",,1,2,,,No,420 Watts,,2,,,Case,/product/dZyFf7/apevia-case-xqpackbk420,Apevia,,X-QPack Black,"Micro ATX, Mini ITX",Apevia X-QPack Black MicroATX Desktop Case w/420W Power Supply,X-QPACK-BK/420,[],MicroATX Desktop,apevia-case-xqpackbk420,"[13.78, 11.18, 8.98]",1383.462392,0.0,apevia-case-xqpackbk420
Silver,"19.29"" x 8.62"" x 20.35""",,,3,,,Yes,No,3,7,,,Case,/product/pCh9TW/lian-li-case-pcv1020a,Lian-Li,"12.01""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-V1020A ATX Mid Tower Case,PC-V1020A,[],ATX Mid Tower,lian-li-case-pcv1020a,"[19.29, 8.62, 20.35]",3383.79393,0.0,lian-li-case-pcv1020a
Black,,,1,4,,,No,585 Watts,,5,,,Case,/product/tzckcf/hec-case-6c28bb8soh58,HEC,,,"ATX, Micro ATX, Mini ITX",HEC 6C28BB8SOH58 ATX Mid Tower Case w/585W Power Supply,6C28BB8SOH58,[],ATX Mid Tower,hec-case-6c28bb8soh58,,0.0,0.0,hec-case-6c28bb8soh58
Black/Red,"20.00"" x 7.72"" x 16.73""",,2,5,,,No,No,,3,,,Case,/product/Qrg323/apevia-case-xtsjgtrd,Apevia,,X-Telstar-Jr G-Type Red,"ATX, Micro ATX, Mini ITX",Apevia X-Telstar-Jr G-Type Red ATX Mid Tower Case,X-TSJGT-RD,[],ATX Mid Tower,apevia-case-xtsjgtrd,"[20.00, 7.72, 16.73]",2583.112,0.0,apevia-case-xtsjgtrd
Black,,,,5,,,Yes,No,,7,,,Case,/product/Vd98TW/silverstone-sst-ft01b-usb30-atx-mid-tower-case-sst-ft01b-usb30,Silverstone,"11.97""",,"ATX, Micro ATX",Silverstone SST-FT01B-USB3.0 ATX Mid Tower Case,SST-FT01B-USB3.0,[],ATX Mid Tower,silverstone-sst-ft01b-usb30-atx-mid-tower-case-sst-ft01b-usb30,,0.0,0.0,silverstone-sst-ft01b-usb30-atx-mid-tower-case-sst-ft01b-usb30
Black,"8.27"" x 18.58"" x 19.88""",,,3,,,No,No,2,3,,,Case,/product/TRdqqs/lian-li-case-pck56n,Lian-Li,"17.32""",PC-K56 N (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Lian-Li PC-K56 N (Black) ATX Mid Tower Case,PC-K56 N,[],ATX Mid Tower,lian-li-case-pck56n,"[8.27, 18.58, 19.88]",3054.693208,0.0,lian-li-case-pck56n
Black/Blue,"13.78"" x 11.18"" x 8.98""",,1,2,,,No,420 Watts,,2,,,Case,/product/mXQypg/apevia-case-xqpackbl420,Apevia,,X-QPack Black/Blue,"Micro ATX, Mini ITX",Apevia X-QPack Black/Blue MicroATX Desktop Case w/420W Power Supply,X-QPACK-BL/420,[],MicroATX Desktop,apevia-case-xqpackbl420,"[13.78, 11.18, 8.98]",1383.462392,0.0,apevia-case-xqpackbl420
Black/Pink,"14.69"" x 11.18"" x 8.98""",,1,2,,,No,500 Watts,,2,,,Case,/product/r4W9TW/apevia-case-xqpack2pk500,Apevia,,X-QPack2 Black/Pink,"Micro ATX, Mini ITX",Apevia X-QPack2 Black/Pink MicroATX Desktop Case w/500W Power Supply,X-QPACK2-PK/500,[],MicroATX Desktop,apevia-case-xqpack2pk500,"[14.69, 11.18, 8.98]",1474.823116,0.0,apevia-case-xqpack2pk500
Silver,"20.00"" x 7.72"" x 16.73""",,2,5,,,No,No,,3,,,Case,/product/WgW9TW/apevia-case-xtsjgtal,Apevia,,X-Telstar-Jr G-Type Silver,"ATX, Micro ATX, Mini ITX",Apevia X-Telstar-Jr G-Type Silver ATX Mid Tower Case,X-TSJGT-AL,[],ATX Mid Tower,apevia-case-xtsjgtal,"[20.00, 7.72, 16.73]",2583.112,0.0,apevia-case-xtsjgtal
Black/Gold,,,,,,,Yes,No,2,2,,,Case,/product/wx648d/inwin-case-805gold,Inwin,"12.60""",,"ATX, Micro ATX, Mini ITX",Inwin 805 GOLD ATX Mid Tower Case,805 GOLD,[149.99],ATX Mid Tower,inwin-case-805gold,,0.0,149.99,inwin-case-805gold
Black/Silver,"12.60"" x 3.70"" x 10.98""",,1,1,,,No,150 Watts,,1,,,Case,/product/4Hg323/foxconn-case-rs233fsp15050glt4ss,Foxconn,,,"Mini ITX, Thin Mini ITX",Foxconn RS-233+FSP150-50GLT-4SS Mini ITX Tower Case w/150W Power Supply,RS-233+FSP150-50GLT-4SS,[],Mini ITX Tower,foxconn-case-rs233fsp15050glt4ss,"[12.60, 3.70, 10.98]",511.8876,0.0,foxconn-case-rs233fsp15050glt4ss
Black/Silver,"13.46"" x 5.79"" x 14.49""",,1,1,,,No,270 Watts,,2,,,Case,/product/fXQypg/athenatech-case-a100bb270,Athenatech,,,Flex ATX,Athenatech A100BB.270 HTPC Case w/270W Power Supply,A100BB.270,[],HTPC,athenatech-case-a100bb270,"[13.46, 5.79, 14.49]",1129.254966,0.0,athenatech-case-a100bb270
Black/Silver,"15.94"" x 7.09"" x 13.86""",,1,2,,,No,No,,4,,,Case,/product/nPqdnQ/foxconn-case-tlmc01iso400,Foxconn,,,"Micro ATX, Mini ITX",Foxconn TLM-C01+ISO-400 MicroATX Mini Tower Case,TLM-C01+ISO-400,[],MicroATX Mini Tower,foxconn-case-tlmc01iso400,"[15.94, 7.09, 13.86]",1566.382356,0.0,foxconn-case-tlmc01iso400
Black/Red,"19.49"" x 7.99"" x 16.50""",,1,4,,,No,No,,5,,,Case,/product/N8Bv6h/raidmax-case-atx238wr,Raidmax,,Tornado (Black/Red),"ATX, Micro ATX, Mini ITX",Raidmax Tornado (Black/Red) ATX Mid Tower Case,ATX-238WR,[],ATX Mid Tower,raidmax-case-atx238wr,"[19.49, 7.99, 16.50]",2569.46415,0.0,raidmax-case-atx238wr
Black/Silver,"18.23"" x 7.24"" x 16.73""",,1,4,,,No,No,,5,,,Case,/product/L8Bv6h/raidmax-case-atx315wb,Raidmax,,Thunder ATX-315WB,"ATX, Micro ATX, Mini ITX",Raidmax Thunder ATX-315WB ATX Mid Tower Case,ATX-315WB,[],ATX Mid Tower,raidmax-case-atx315wb,"[18.23, 7.24, 16.73]",2208.112396,0.0,raidmax-case-atx315wb
Black/Silver,"15.94"" x 7.09"" x 13.86""",,2,2,,,No,300 Watts,,4,,,Case,/product/c9zv6h/foxconn-case-tlm436haiso4004ss,Foxconn,,,"Micro ATX, Mini ITX",Foxconn TLM-436(H+A)+ISO-400-4SS MicroATX Mini Tower Case w/300W Power Supply,TLM-436(H+A)+ISO-400-4SS,[],MicroATX Mini Tower,foxconn-case-tlm436haiso4004ss,"[15.94, 7.09, 13.86]",1566.382356,0.0,foxconn-case-tlm436haiso4004ss
Red/Black,"11.18"" x 3.78"" x 15.00""",,,1,,,Yes,300 Watts,,1,,,Case,/product/HM9KHx/xion-case-xon720prd,Xion,,,"Micro ATX, Mini ITX",Xion XON-720P_RD MicroATX Slim Case w/300W Power Supply,XON-720P_RD,[],MicroATX Slim,xion-case-xon720prd,"[11.18, 3.78, 15.00]",633.906,0.0,xion-case-xon720prd
Black,"10.79"" x 5.47"" x 12.68""",,1,1,,,No,300 Watts,,1,,,Case,/product/3rg323/inwin-case-bk644bn300tbl,Inwin,,,"Micro ATX, Mini ITX",Inwin BK644.BN300TBL MicroATX Mini Tower Case w/300W Power Supply,BK644.BN300TBL,[],MicroATX Mini Tower,inwin-case-bk644bn300tbl,"[10.79, 5.47, 12.68]",748.390084,0.0,inwin-case-bk644bn300tbl
Red,"18.94"" x 11.97"" x 26.26""",,,1,,,Yes,No,2,3,,,Case,/product/KhCwrH/inwin-case-dframered,Inwin,"12.99""",,"ATX, Micro ATX, Mini ITX",Inwin D-FRAME Red ATX Desktop Case,D-FRAME Red,[],ATX Desktop,inwin-case-dframered,"[18.94, 11.97, 26.26]",5953.451868,0.0,inwin-case-dframered
Black/Blue,"18.23"" x 7.24"" x 16.97""",,1,4,,,Yes,No,,4,,,Case,/product/PHH323/raidmax-case-atx248nwu,Raidmax,,ATX-248NWU (Black/Blue),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax ATX-248NWU (Black/Blue) ATX Mid Tower Case,ATX-248NWU,[],ATX Mid Tower,raidmax-case-atx248nwu,"[18.23, 7.24, 16.97]",2239.788844,0.0,raidmax-case-atx248nwu
Black,"17.17"" x 8.19"" x 19.17""",,,3,,,Yes,No,2,5,,,Case,/product/cNMFf7/antec-case-one,Antec,"10.47""",,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Antec One ATX Mid Tower Case,One,"[52.99, 53.13, 54.99, 55.99, 53.12, 69.99]",ATX Mid Tower,antec-case-one,"[17.17, 8.19, 19.17]",2695.729491,56.7016666667,antec-case-one
Black,"22.05"" x 7.83"" x 19.69""",,,7,,,No,No,,3,,,Case,/product/YMNp99/zalman-case-ms1000hs1,Zalman,"11.81""",,"ATX, Micro ATX, Mini ITX",Zalman MS1000-HS1 ATX Mid Tower Case,MS1000-HS1,[],ATX Mid Tower,zalman-case-ms1000hs1,"[22.05, 7.83, 19.69]",3399.508035,0.0,zalman-case-ms1000hs1
Black,"17.09"" x 7.48"" x 16.69""",,2,3,,,No,350 Watts,,3,,,Case,/product/Lzckcf/inwin-case-c589tcq350tbl,Inwin,,,"ATX, Micro ATX, Mini ITX",Inwin C589T.CQ350TBL ATX Mid Tower Case w/350W Power Supply,C589T.CQ350TBL,[],ATX Mid Tower,inwin-case-c589tcq350tbl,"[17.09, 7.48, 16.69]",2133.536108,0.0,inwin-case-c589tcq350tbl
Black/Green,"18.62"" x 7.87"" x 20.28""",,,,,,Yes,No,,3,,,Case,/product/X4gPxr/nox-coolbay-zx-green-atx-mid-tower-case-cbayzxgr,NOX,"16.14""",Coolbay ZX Green,"ATX, Micro ATX, Mini ITX",NOX Coolbay ZX Green ATX Mid Tower Case,CBAYZXGR,[],ATX Mid Tower,nox-coolbay-zx-green-atx-mid-tower-case-cbayzxgr,"[18.62, 7.87, 20.28]",2971.819032,0.0,nox-coolbay-zx-green-atx-mid-tower-case-cbayzxgr
Black/Red,"18.62"" x 7.87"" x 20.28""",,,,,,Yes,No,,3,,,Case,/product/hh98TW/nox-coolbay-zx-red-atx-mid-tower-case-cbayzxrd,NOX,"16.14""",Coolbay ZX Red,"ATX, Micro ATX, Mini ITX",NOX Coolbay ZX Red ATX Mid Tower Case,CBAYZXRD,[],ATX Mid Tower,nox-coolbay-zx-red-atx-mid-tower-case-cbayzxrd,"[18.62, 7.87, 20.28]",2971.819032,0.0,nox-coolbay-zx-red-atx-mid-tower-case-cbayzxrd
Black,"20.00"" x 7.24"" x 16.50""",,1,4,,,No,450 Watts,,5,,,Case,/product/QXQypg/apevia-case-xplor2nwbk450,Apevia,,X-Plorer2 Black,"ATX, Micro ATX, Mini ITX",Apevia X-Plorer2 Black ATX Mid Tower Case w/450W Power Supply,X-PLOR2-NW-BK/450,[],ATX Mid Tower,apevia-case-xplor2nwbk450,"[20.00, 7.24, 16.50]",2389.2,0.0,apevia-case-xplor2nwbk450
Black,"18.74"" x 7.99"" x 17.48""",,1,4,,,Yes,450 Watts,,4,,,Case,/product/DkxfrH/raidmax-case-atx248bp,Raidmax,,,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax ATX-248BP ATX Mid Tower Case w/450W Power Supply,ATX-248BP,[],ATX Mid Tower,raidmax-case-atx248bp,"[18.74, 7.99, 17.48]",2617.325848,0.0,raidmax-case-atx248bp
Black/Silver,"17.48"" x 7.48"" x 16.97""",,2,3,,,No,350 Watts,,2,,,Case,/product/T8Bv6h/foxconn-case-ts689haiso450,Foxconn,,,"ATX, Micro ATX, Mini ITX",Foxconn TS-689 (H+A)+ISO-450 ATX Mid Tower Case w/350W Power Supply,TS-689 (H+A)+ISO-450,[],ATX Mid Tower,foxconn-case-ts689haiso450,"[17.48, 7.48, 16.97]",2218.834288,0.0,foxconn-case-ts689haiso450
Black/Silver,"15.31"" x 7.09"" x 14.13""",,1,2,,,No,350 Watts,,2,,,Case,/product/N3DwrH/foxconn-case-tw689haiso450,Foxconn,,,"Micro ATX, Mini ITX",Foxconn TW-689 (H+A)+ISO-450 MicroATX Mini Tower Case w/350W Power Supply,TW-689 (H+A)+ISO-450,[],MicroATX Mini Tower,foxconn-case-tw689haiso450,"[15.31, 7.09, 14.13]",1533.781827,0.0,foxconn-case-tw689haiso450
Black,"7.80"" x 18.90"" x 18.78""",,1,3,,,No,No,1,6,,,Case,/product/hLZQzy/antec-case-onehundredusm,Antec,,One Hundred USM (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Antec One Hundred USM (Black) ATX Mid Tower Case,One Hundred USM,[],ATX Mid Tower,antec-case-onehundredusm,"[7.80, 18.90, 18.78]",2768.5476,0.0,antec-case-onehundredusm
Black/Red,"20.00"" x 7.24"" x 16.50""",,1,4,,,No,No,,5,,,Case,/product/GKmLrH/apevia-case-xplorer2rd,Apevia,,X-Plorer2 Black/Red,"ATX, Micro ATX, Mini ITX",Apevia X-Plorer2 Black/Red ATX Mid Tower Case,X-PLORER2-RD,[],ATX Mid Tower,apevia-case-xplorer2rd,"[20.00, 7.24, 16.50]",2389.2,0.0,apevia-case-xplorer2rd
Black,"17.99"" x 7.99"" x 17.99""",,,3,,,Yes,No,3,3,,,Case,/product/KB8Zxr/raidmax-case-atx402wb,Raidmax,"11.97"" (304mm) With Drive Cages<br/>15.00"" (381mm) Without Drive Cages",,"ATX, Micro ATX, Mini ITX",Raidmax ATX-402WB ATX Mid Tower Case,ATX-402WB,[],ATX Mid Tower,raidmax-case-atx402wb,"[17.99, 7.99, 17.99]",2585.884399,0.0,raidmax-case-atx402wb
White,,,,2,,,Yes,No,3,2,,,Case,/product/VZ8H99/diypc-case-zettaw,DIYPC,"15.75""",,"ATX, Micro ATX, Mini ITX",DIYPC Zetta-W ATX Mid Tower Case,Zetta-W,[],ATX Mid Tower,diypc-case-zettaw,,0.0,0.0,diypc-case-zettaw
Red,"8.19"" x 7.60"" x 10.98""",,,1,,,No,No,1,1,,,Case,/product/zB3RsY/lian-li-case-pcq07r,Lian-Li,"7.09""",,"Mini ITX, Thin Mini ITX",Lian-Li PC-Q07R Mini ITX Tower Case,PC-Q07R,[],Mini ITX Tower,lian-li-case-pcq07r,"[8.19, 7.60, 10.98]",683.43912,0.0,lian-li-case-pcq07r
Black/Blue,"7.48"" x 16.18"" x 13.19""",,1,4,,,No,430 Watts,,3,,,Case,/product/B8Bv6h/athenatech-case-a605bl450,Athenatech,,,"ATX, Micro ATX, Mini ITX",Athenatech A605BL.450 ATX Mid Tower Case w/430W Power Supply,A605BL.450,[],ATX Mid Tower,athenatech-case-a605bl450,"[7.48, 16.18, 13.19]",1596.338216,0.0,athenatech-case-a605bl450
Gray/Black,"8.82"" x 12.36"" x 2.91""",,,,1,,No,150 Watts,,1,,,Case,/product/H6zv6h/athenatech-case-a1019hg150,Athenatech,,,"Mini ITX, Thin Mini ITX",Athenatech A1019HG.150 Mini ITX Desktop Case w/150W Power Supply,A1019HG.150,[],Mini ITX Desktop,athenatech-case-a1019hg150,"[8.82, 12.36, 2.91]",317.234232,0.0,athenatech-case-a1019hg150
